name,pos,games,games_started,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,awards
Cam Reddish,,254,116,5876,9.6,.519,.462,.255,2.7,9.9,6.3,7.0,2.1,1.4,11.8,17.2,-1.3,4.5,3.3,.027,-3.0,-0.1,-3.1,-1.7,
JJ Redick,,940,488,23964,14.9,.602,.524,.257,0.8,7.9,4.4,12.3,0.9,0.3,9.4,20.4,48.2,15.6,63.7,.128,1.7,-1.1,0.6,16.0,
Davon Reed,,122,7,1299,9.1,.525,.523,.153,2.5,15.5,9.1,9.4,1.9,1.0,11.7,13.4,0.1,1.3,1.5,.054,-2.9,0.0,-2.9,-0.3,
Hub Reed,,479,,7870,10.5,.475,,.254,,,,6.4,,,,,5.4,4.0,9.3,.057,,,,,
Paul Reed,,260,28,3262,18.6,.583,.104,.199,14.5,20.9,17.7,9.3,2.9,5.3,12.8,16.7,5.1,6.4,11.5,.169,-1.0,1.7,0.7,2.2,
Willis Reed,,650,,23073,18.6,.523,,.323,9.9,19.7,15.6,7.3,1.1,2.3,,,42.6,32.4,74.9,.156,0.6,0.7,1.3,0.4,
Bryant Reeves,,395,341,12071,13.8,.515,.006,.320,8.2,18.4,13.2,9.3,0.9,1.8,13.4,20.9,6.4,6.6,13.0,.052,-1.9,-1.5,-3.4,-4.3,
Khalid Reeves,,277,113,5837,13.1,.528,.362,.334,3.1,8.3,5.7,24.3,2.1,0.4,17.9,19.1,5.0,3.4,8.4,.069,-0.8,-0.5,-1.3,1.0,
Don Reid,,403,149,5374,11.8,.563,.001,.399,9.6,16.0,12.7,4.3,1.8,4.0,16.4,13.3,5.6,8.2,13.7,.123,-3.7,1.6,-2.1,-0.2,
J.R. Reid,,672,297,15370,11.9,.524,.008,.407,7.5,17.6,12.5,6.2,1.7,1.1,14.9,18.1,5.5,17.0,22.5,.070,-2.7,-0.2,-2.9,-3.7,
Naz Reid,,406,74,8472,16.8,.588,.417,.215,5.9,19.8,12.9,9.9,1.5,3.9,10.8,22.7,8.3,12.4,20.7,.117,0.2,0.6,0.8,5.9,
Robert Reid,,919,366,25109,13.1,.494,.036,.205,5.0,13.3,9.1,13.7,1.8,0.9,11.1,19.1,18.1,22.2,40.3,.077,-1.0,0.3,-0.7,8.2,
Kevin Restani,,550,0,10114,11.6,.507,.012,.149,8.1,15.0,11.6,9.6,1.0,0.6,14.0,16.3,8.1,6.7,14.8,.070,-0.7,-0.9,-1.5,1.2,
Jerry Reynolds,,443,118,8379,15.0,.494,.036,.459,6.0,11.4,8.6,15.7,2.8,1.8,14.9,23.3,1.5,9.1,10.5,.060,-0.2,0.8,0.6,5.4,
Glen Rice,,1000,876,34985,16.2,.554,.262,.256,3.1,11.4,7.2,10.2,1.4,0.5,9.5,23.1,63.6,25.1,88.7,.122,1.7,-0.9,0.8,24.9,
Nick Richards,,257,108,4662,16.9,.676,.004,.507,11.7,24.2,17.9,4.9,0.6,4.4,14.7,15.1,8.9,4.3,13.3,.137,-1.7,-0.7,-2.4,-0.5,
Clint Richardson,,586,143,11818,11.1,.498,.012,.203,5.1,7.6,6.4,16.9,1.4,0.5,15.5,16.7,5.2,11.4,16.6,.067,-1.3,-0.2,-1.5,1.6,
Jason Richardson,,857,842,29241,16.3,.528,.343,.214,3.9,12.4,8.1,13.7,1.8,0.9,9.8,23.4,36.8,22.3,59.1,.097,1.7,-0.5,1.2,23.8,
Josh Richardson,,554,322,15815,12.4,.543,.443,.186,2.6,9.1,5.9,13.6,1.8,1.6,11.1,18.3,10.8,16.8,27.7,.084,-1.0,0.4,-0.6,5.5,
Michael Ray Richardson,,556,358,18589,16.9,.497,.075,.250,5.8,12.7,9.2,28.7,3.7,0.6,18.3,21.8,9.6,25.6,35.2,.091,0.9,1.6,2.5,21.2,
Pooh Richardson,,639,483,19399,14.9,.486,.158,.141,2.5,8.4,5.4,33.5,2.2,0.4,13.8,18.9,16.5,10.2,26.7,.066,0.9,-0.7,0.2,10.5,
Quentin Richardson,,783,486,20785,12.9,.503,.447,.193,5.2,14.9,10.1,9.0,1.5,0.5,9.8,19.2,17.3,15.5,32.8,.076,0.3,-0.7,-0.4,8.5,
Mitch Richmond,,976,902,34309,17.6,.557,.213,.335,2.8,9.5,6.1,16.7,1.8,0.5,12.3,26.0,59.3,20.0,79.3,.111,2.3,-0.9,1.4,29.3,
Isaiah Rider,,563,424,17851,14.7,.526,.235,.239,4.5,9.6,7.1,16.0,1.1,0.6,13.8,26.0,13.4,9.4,22.8,.061,0.8,-1.8,-1.0,4.5,
Luke Ridnour,,830,493,21623,13.9,.519,.246,.220,1.9,8.3,5.0,27.5,2.0,0.6,15.3,18.3,24.6,11.4,36.0,.080,-0.2,-0.4,-0.6,7.5,
Eric Riley,,186,41,1844,12.5,.509,.008,.410,11.0,18.9,14.8,5.1,1.5,5.1,18.3,16.7,0.1,2.4,2.5,.066,-4.2,0.4,-3.8,-0.9,
Pat Riley,,528,,8187,11.3,.451,,.242,2.4,5.4,4.4,15.5,1.5,0.2,,,-2.1,6.6,4.5,.026,-3.2,-1.5,-4.7,-2.2,
Mike Riordan,,639,,15890,12.3,.498,,.180,3.4,8.0,5.5,13.1,1.4,0.2,,,14.5,18.7,33.2,.100,-1.2,0.2,-1.1,1.8,
Arnie Risen,,637,,12690,16.7,.456,,.504,,,,,,,,,32.4,23.6,56.0,.119,,,,,
Austin Rivers,,707,184,16858,9.7,.516,.427,.226,1.5,8.0,4.8,13.2,1.5,0.6,11.2,17.2,5.4,9.8,15.2,.043,-2.4,-0.7,-3.1,-4.5,
Doc Rivers,,864,605,23567,16.6,.534,.148,.417,3.0,9.4,6.2,29.2,3.3,0.9,15.8,18.6,35.3,32.9,68.2,.139,0.9,2.2,3.1,30.5,
Red Robbins,,586,,18745,17.9,.526,.035,.308,8.5,15.8,14.8,7.4,1.0,1.0,10.6,16.5,24.1,26.3,50.4,.129,0.9,-0.5,0.4,2.2,
Andre Roberson,,307,269,6801,9.7,.520,.366,.219,5.9,13.8,9.9,5.3,2.0,2.4,12.2,9.5,4.2,8.4,12.6,.089,-2.1,1.4,-0.6,2.3,
Rick Roberson,,423,,10356,13.2,.476,,.436,11.7,23.0,16.7,7.7,1.3,1.3,,,2.6,12.0,14.6,.068,-1.3,-1.3,-2.5,-0.4,
Anthony Roberts,,213,0,3867,10.7,.451,.001,.260,9.0,13.3,11.2,9.5,1.0,0.2,12.2,20.9,0.4,2.9,3.3,.041,-2.4,-1.8,-4.2,-2.3,
Brian Roberts,,314,59,5207,13.0,.516,.333,.202,1.3,8.1,4.6,22.6,1.3,0.3,12.0,19.9,5.2,2.1,7.4,.068,-0.5,-1.1,-1.6,0.6,
Fred Roberts,,818,253,14703,12.6,.566,.035,.390,6.5,11.3,8.9,9.4,1.4,1.0,15.5,17.8,14.7,11.5,26.2,.086,-1.0,-0.6,-1.6,1.5,
Joe Roberts,,218,,3472,9.7,.422,.002,.304,,,10.7,3.5,,,15.2,13.3,-1.7,4.1,2.4,.033,,,,,
Marv Roberts,,402,,7743,12.5,.481,.003,.273,8.4,11.7,10.1,9.2,1.1,0.2,12.5,19.8,3.0,8.4,11.4,.071,-1.5,-0.9,-2.3,-0.4,
Stanley Roberts,,300,178,5869,13.6,.511,.001,.400,9.6,20.3,14.9,5.0,0.9,4.3,12.9,20.8,1.2,6.9,8.1,.066,-3.3,0.0,-3.4,-2.0,
Alvin Robertson,,779,680,24669,17.0,.527,.087,.265,7.4,11.4,9.4,23.1,4.1,0.8,17.0,20.7,21.2,30.9,52.1,.101,0.6,2.0,2.6,28.3,
Oscar Robertson,,1040,,43886,23.2,.564,,.468,3.1,8.0,6.4,30.3,1.4,0.1,,,152.0,37.2,189.2,.207,0.2,-0.3,-0.1,1.2,
Rick Robey,,493,59,8824,12.8,.534,.003,.373,10.6,18.3,14.5,9.3,1.2,0.6,18.1,19.2,5.1,10.7,15.8,.086,-1.5,-0.5,-1.9,0.1,
Cliff Robinson,,629,413,19284,17.0,.505,.004,.264,7.7,22.9,15.2,10.5,1.6,1.3,12.8,26.3,5.5,25.0,30.5,.076,-0.1,-0.5,-0.6,6.9,
Clifford Robinson,,1380,844,42561,14.5,.512,.208,.306,4.9,12.0,8.4,12.1,1.7,2.3,11.6,22.3,33.8,55.9,89.7,.101,-0.1,0.5,0.5,26.6,
David Robinson,,987,985,34271,26.2,.583,.007,.577,10.6,23.4,17.3,12.4,2.1,5.7,11.9,26.2,98.5,80.1,178.7,.250,4.4,3.1,7.5,81.9,
Duncan Robinson,,423,283,11013,11.4,.612,.807,.104,0.9,10.4,5.7,10.5,1.0,0.7,9.8,17.6,10.3,9.6,19.9,.087,-0.3,-0.7,-1.0,2.7,
Eddie Robinson,,278,48,5345,14.0,.534,.019,.182,5.1,11.0,8.0,8.4,2.1,1.2,10.6,17.2,4.9,5.3,10.2,.091,-0.5,0.3,-0.3,2.3,
Flynn Robinson,,543,,12348,17.5,.516,.005,.300,3.2,6.0,4.7,18.8,1.3,0.1,10.3,22.9,22.8,9.8,32.6,.127,0.4,-1.1,-0.6,0.3,
Glenn Robinson,,688,668,25346,17.5,.529,.150,.249,4.8,14.7,9.8,13.8,1.7,1.2,13.8,28.1,20.5,19.3,39.8,.075,1.3,-1.2,0.1,13.5,
Glenn Robinson III,,304,105,5299,11.4,.550,.344,.198,4.2,12.1,8.1,6.7,1.4,0.9,8.6,14.8,4.2,3.7,7.9,.071,-1.1,-0.6,-1.7,0.4,
James Robinson,,381,51,6935,11.2,.494,.432,.216,3.2,7.7,5.4,16.6,1.5,0.7,14.7,21.5,1.1,4.7,5.8,.040,-1.1,-0.9,-2.0,0.0,
Jerome Robinson,,135,12,1685,6.7,.461,.491,.177,1.3,12.2,6.8,10.7,1.4,1.5,12.3,16.7,-1.5,1.4,-0.2,-0.004,-4.5,-0.3,-4.8,-1.2,
Larry Robinson,,89,11,1202,10.3,.468,.337,.166,5.6,9.8,7.7,10.3,2.4,0.2,13.4,17.7,-0.1,1.0,0.9,.036,-1.6,-0.1,-1.7,0.1,
Mitchell Robinson,,337,199,8122,20.3,.682,.000,.449,16.3,19.0,17.6,3.8,1.9,7.1,10.8,11.5,21.8,13.4,35.2,.208,0.7,1.5,2.1,8.5,
Nate Robinson,,618,107,13878,15.6,.531,.388,.234,3.1,8.9,6.0,22.6,2.0,0.2,12.0,23.6,18.5,9.4,27.8,.096,0.9,-0.4,0.5,8.6,
Rumeal Robinson,,336,125,6098,12.9,.483,.139,.284,2.9,8.0,5.4,28.9,2.5,0.6,18.0,22.2,-1.0,6.2,5.2,.041,-1.4,-0.1,-1.5,0.8,
Thomas Robinson,,313,12,4204,14.0,.484,.004,.361,14.0,25.7,19.8,7.2,1.9,2.0,16.8,19.8,-0.6,5.2,4.6,.053,-2.7,-0.8,-3.5,-1.6,
Truck Robinson,,772,458,25141,14.9,.520,.000,.357,8.6,22.1,15.4,7.8,1.0,1.1,15.3,21.3,15.5,37.2,52.7,.101,-0.5,-0.5,-1.0,6.1,
Bill Robinzine,,529,9,11432,14.9,.531,.002,.344,9.9,20.3,15.0,7.1,2.3,0.4,16.6,21.6,8.5,14.8,23.3,.098,-1.5,-0.3,-1.8,0.5,
Dave Robisch,,930,92,22780,16.7,.527,.002,.376,8.5,18.7,13.5,9.8,0.9,1.1,9.8,18.5,39.4,24.8,64.2,.135,1.0,-0.5,0.5,11.3,
Red Rocha,,586,,10507,13.4,.441,,.387,,,,,,,,,28.0,19.9,47.9,.109,,,,,
John Roche,,479,2,12709,12.6,.537,.118,.296,1.4,4.4,2.9,20.3,1.4,0.3,16.4,18.5,14.8,5.0,19.8,.075,0.3,-1.1,-0.8,2.2,
Guy Rodgers,,892,,28663,13.6,.426,,.275,,,,35.6,,,,,-5.3,38.6,33.3,.056,,,,,
Dennis Rodman,,911,573,28839,14.6,.546,.067,.345,17.2,29.6,23.4,7.6,1.1,1.2,19.5,11.4,35.4,54.5,89.8,.150,0.4,0.5,0.9,21.0,
Sergio Rodríguez,,353,52,5281,12.4,.495,.363,.158,2.7,9.0,5.8,35.4,2.1,0.2,21.8,19.4,0.6,3.7,4.3,.039,-0.8,-1.1,-2.0,0.1,
Carlos Rogers,,298,55,5654,15.4,.560,.075,.416,10.1,15.6,12.9,5.3,1.2,3.0,13.1,17.6,7.0,4.1,11.1,.095,-0.2,-0.8,-1.0,1.5,
Rodney Rogers,,866,347,21873,14.4,.527,.248,.283,6.7,13.8,10.2,13.4,2.1,1.5,15.4,21.7,13.6,25.2,38.8,.085,-0.4,0.2,-0.3,9.7,
Kenny Rollins,,168,,426,7.9,.354,,.208,,,,,,,,,-0.9,5.1,4.2,.011,,,,,
Tree Rollins,,1156,508,24028,13.6,.555,.001,.307,9.8,21.2,15.5,3.8,1.0,6.2,15.8,11.6,21.7,42.1,63.9,.128,-1.4,2.5,1.1,18.8,
Lorenzo Romar,,291,84,5188,13.0,.505,.058,.234,1.4,6.8,4.1,25.7,2.2,0.3,17.0,16.0,4.4,3.7,8.0,.074,-0.5,-0.1,-0.6,1.8,
Rajon Rondo,,957,733,28570,15.8,.501,.163,.214,3.8,13.5,8.7,40.6,2.7,0.4,21.7,18.9,19.9,41.9,61.8,.104,0.3,1.0,1.2,23.2,
Sean Rooks,,749,230,13560,12.0,.518,.006,.482,7.8,16.6,12.1,7.4,1.0,2.6,15.1,17.3,6.8,9.4,16.2,.057,-2.4,-0.6,-2.9,-3.1,
Derrick Rose,,723,518,22054,18.0,.527,.173,.238,2.8,8.8,5.9,30.4,1.2,0.9,12.8,27.6,26.7,17.9,44.6,.097,2.3,-1.1,1.2,18.2,
Jalen Rose,,923,572,27925,15.3,.530,.192,.316,2.1,11.0,6.6,22.4,1.4,0.8,14.4,23.9,27.4,19.8,47.2,.081,0.6,-0.8,-0.2,12.3,
Malik Rose,,813,85,13404,13.4,.507,.019,.461,10.3,18.5,14.5,8.5,1.9,1.6,17.7,20.7,4.3,22.2,26.5,.095,-2.7,0.5,-2.1,-0.4,
Quinton Ross,,458,169,8458,7.8,.466,.084,.220,3.8,9.4,6.6,8.0,1.6,1.2,9.8,12.1,0.7,7.0,7.7,.043,-3.5,0.6,-2.9,-2.0,
Terrence Ross,,733,187,17956,12.4,.538,.522,.142,1.6,11.3,6.4,8.2,1.6,1.1,8.6,20.1,9.3,15.7,25.0,.067,-0.5,-0.5,-1.0,4.5,
Dan Roundfield,,813,452,24210,17.9,.538,.007,.417,11.1,22.1,16.5,10.3,1.4,2.7,15.7,21.5,30.1,36.4,66.5,.132,0.8,0.4,1.2,19.7,
Curtis Rowe,,590,,18277,12.9,.519,,.300,7.5,15.6,11.8,7.0,0.7,0.8,19.2,15.6,20.9,13.2,34.1,.090,-0.2,-0.8,-1.0,3.2,
Brandon Roy,,326,300,11561,20.0,.548,.191,.352,3.6,11.1,7.3,23.9,1.6,0.5,9.6,25.3,28.6,8.8,37.4,.155,3.7,-0.1,3.6,16.3,
Donald Royal,,504,88,8442,12.8,.577,.007,.787,7.7,11.7,9.7,8.3,1.5,0.8,16.5,16.9,11.9,7.2,19.1,.109,-1.2,-0.4,-1.6,0.9,
Terry Rozier,,665,381,18357,14.7,.534,.467,.175,2.6,13.0,7.7,19.8,1.6,0.8,9.4,22.6,13.8,16.8,30.6,.080,0.6,-0.4,0.2,10.1,
Ricky Rubio,,698,603,20694,15.4,.511,.309,.372,2.3,13.1,7.7,36.4,2.9,0.4,19.3,19.4,18.2,24.1,42.3,.098,-0.3,0.9,0.5,13.3,
Michael Ruffin,,414,58,5966,8.5,.433,.005,.688,13.9,18.3,16.0,6.3,1.8,2.5,24.8,8.4,0.5,6.3,6.8,.055,-3.6,0.3,-3.3,-2.0,
Paul Ruffner,,133,,1278,13.6,.505,.000,.286,10.3,18.2,14.2,6.2,1.1,1.2,13.7,17.3,0.8,0.1,1.0,.036,-4.0,-0.7,-4.7,-0.1,
Jeff Ruland,,332,189,11088,18.7,.615,.005,.578,10.9,23.2,17.0,13.8,1.1,1.4,20.6,22.3,16.3,18.0,34.3,.149,1.2,0.9,2.1,11.5,
Bob Rule,,403,53,11862,16.6,.503,,.351,7.6,11.9,10.9,7.3,1.0,1.0,,,14.9,7.8,22.7,.092,-2.4,-0.7,-3.1,-0.2,
Brandon Rush,,481,163,10564,9.9,.534,.454,.143,2.0,12.8,7.4,6.6,1.1,1.9,11.6,14.4,3.2,8.0,11.2,.051,-1.1,-0.3,-1.4,1.6,
Kareem Rush,,346,78,5956,9.2,.482,.368,.112,1.9,9.1,5.4,9.6,1.3,0.9,11.5,19.3,-2.0,3.6,1.7,.013,-2.1,-1.1,-3.2,-1.8,
Bill Russell,,963,,40726,18.9,.471,,.434,,,,14.9,,,,,29.9,133.6,163.5,.193,,,,,
Bryon Russell,,841,392,19805,12.6,.545,.352,.362,4.7,12.9,8.9,8.6,2.4,0.8,12.0,16.1,23.8,23.6,47.4,.115,-0.3,0.7,0.4,11.8,
Campy Russell,,566,110,16781,16.3,.520,.013,.372,5.5,11.8,8.6,14.5,1.7,0.4,14.9,23.0,21.4,14.4,35.8,.103,0.9,-0.6,0.3,9.8,
Cazzie Russell,,817,82,22213,15.8,.506,,.220,4.0,7.6,6.3,12.1,1.3,0.2,9.6,18.6,33.0,18.6,51.7,.112,1.0,-1.5,-0.5,3.3,
D'Angelo Russell,,629,536,18745,16.2,.545,.472,.203,1.7,10.6,6.1,30.9,1.7,1.0,14.2,26.5,13.5,13.0,26.5,.068,1.8,-1.2,0.6,12.4,
Walker Russell,,155,3,1767,7.5,.454,.083,.274,3.0,8.3,5.7,25.3,1.5,0.3,28.2,16.1,-2.1,1.4,-0.7,-0.020,-3.6,-0.8,-4.3,-1.1,
Arvydas Sabonis,,470,314,11375,21.2,.574,.100,.406,7.8,27.0,17.7,15.0,1.7,3.2,14.6,22.9,24.0,23.3,47.3,.200,2.0,2.4,4.4,18.4,
Domantas Sabonis,,646,506,19899,20.5,.616,.123,.369,9.8,28.7,19.3,23.7,1.2,1.3,16.4,21.9,44.6,25.2,69.9,.169,2.2,1.2,3.4,27.2,
Kenny Sailors,,276,,,,.394,,.357,,,,,,,,,16.7,0.4,17.1,,,,,,
John Salley,,748,228,16524,12.8,.567,.004,.562,8.5,14.5,11.5,7.8,1.4,3.8,17.1,14.5,17.2,24.3,41.5,.121,-1.6,2.2,0.5,10.5,
John Salmons,,895,429,23672,12.1,.529,.285,.278,2.1,10.7,6.4,14.9,1.7,0.8,13.1,17.2,16.9,17.0,33.9,.069,-0.9,0.0,-0.9,6.7,
Luka Šamanić,,86,16,921,9.5,.504,.435,.304,4.6,20.1,12.4,8.3,1.0,1.8,13.6,20.3,-0.7,0.7,0.0,.001,-4.2,-1.4,-5.6,-0.8,
JaKarr Sampson,,236,94,3549,10.5,.531,.236,.301,4.7,15.0,9.7,7.4,1.3,2.6,13.9,16.6,0.4,3.1,3.5,.048,-3.7,-0.2,-4.0,-1.8,
Jamal Sampson,,72,5,631,13.0,.516,.009,.620,14.1,30.1,21.8,6.1,0.7,3.8,19.4,12.0,0.5,0.9,1.4,.106,-2.7,0.4,-2.3,-0.1,
Ralph Sampson,,456,363,13591,16.0,.518,.010,.297,9.3,22.7,16.0,10.8,1.3,3.1,16.7,23.8,0.4,19.7,20.1,.071,-1.1,0.5,-0.6,5.0,
Larry Sanders,,238,113,4635,15.4,.494,.004,.236,11.1,21.4,16.1,6.0,1.7,7.1,12.7,17.0,1.8,8.5,10.3,.107,-2.8,1.8,-1.1,1.1,
Mike Sanders,,648,209,12391,11.9,.520,.019,.234,6.5,11.1,8.9,10.1,1.8,1.0,12.8,19.1,6.4,11.5,17.9,.069,-2.0,-0.3,-2.3,-0.9,
Tom Sanders,,916,,22164,11.9,.482,,.315,,,9.6,6.4,,,,,14.6,41.9,56.5,.122,,,,,
Daniel Santiago,,122,30,1418,9.3,.525,.000,.497,6.0,14.9,10.4,4.2,1.4,2.4,17.6,15.3,0.3,1.6,1.9,.064,-4.3,0.7,-3.6,-0.6,
Dario Šarić,,493,230,11079,14.0,.562,.430,.239,6.7,19.1,12.9,12.4,1.2,0.7,13.7,20.3,9.7,11.2,20.9,.091,-0.2,-0.6,-0.8,3.5,
Tomáš Satoranský,,388,182,8617,13.3,.564,.314,.255,4.0,10.5,7.2,25.3,1.7,0.6,17.8,14.4,11.7,6.2,17.9,.100,-0.9,0.0,-0.9,2.4,
Pep Saul,,384,,6219,10.5,.427,,.368,,,,,,,,,4.7,8.0,12.7,.082,,,,,
Woody Sauldsberry,,462,,12788,8.9,.369,,.144,,,,3.7,,,,,-24.2,13.5,-10.7,-0.040,,,,,
Don Savage,,17,,173,7.2,.349,,.565,,,,,,,,,-0.3,0.2,-0.1,-0.029,,,,,
Brian Scalabrine,,520,61,6772,7.7,.485,.346,.198,4.8,13.2,9.1,10.1,1.2,1.4,17.2,13.5,-0.9,8.5,7.6,.054,-3.2,0.4,-2.7,-1.2,
Fred Schaus,,334,,6637,14.8,.446,,.438,,,,,,,,,17.6,13.8,31.4,.105,,,,,
Danny Schayes,,1138,427,21975,13.4,.566,.005,.556,8.7,19.5,14.0,7.8,1.2,2.2,16.9,17.0,24.2,24.6,48.8,.107,-2.1,0.0,-2.0,-0.1,
Dolph Schayes,,996,,29800,22.1,.488,,.512,,,,,,,,,86.2,56.1,142.4,.192,,,,,
Steve Scheffler,,174,8,918,13.5,.617,.023,.535,10.2,12.6,11.4,4.0,1.6,0.6,11.3,14.2,2.0,1.0,2.9,.153,-1.2,-0.7,-1.9,0.0,
Dwayne Schintzius,,217,33,1950,9.4,.429,.013,.183,9.6,20.8,15.3,7.2,0.8,3.9,14.8,17.8,-1.8,2.7,1.0,.024,-5.2,0.2,-5.0,-1.5,
Dale Schlueter,,586,10,9624,13.7,.545,,.485,8.7,19.2,14.5,12.4,1.1,1.7,35.8,15.2,12.0,8.9,20.8,.104,-2.1,1.1,-1.0,0.7,
Dick Schnittker,,364,,6744,13.9,.492,,.579,,,,,,,,,15.5,6.5,22.0,.132,,,,,
Russ Schoene,,290,10,3548,11.1,.485,.130,.174,8.7,14.1,11.4,6.8,1.6,1.2,12.9,19.8,1.1,3.4,4.5,.061,-2.5,-0.9,-3.4,-1.3,
Admiral Schofield,,131,3,1372,7.9,.542,.623,.149,4.0,13.3,8.6,8.0,0.7,0.9,11.1,13.8,0.4,0.8,1.2,.043,-3.6,-1.0,-4.6,-0.9,
Detlef Schrempf,,1136,524,33597,17.2,.586,.112,.508,6.5,17.2,12.0,17.2,1.3,0.6,14.4,20.3,76.4,33.1,109.5,.156,1.9,-0.1,1.8,32.4,
Dennis Schröder,,842,424,23024,14.1,.531,.312,.251,1.7,9.9,5.8,28.1,1.5,0.5,14.6,24.4,12.0,20.7,32.7,.068,-0.6,-0.9,-1.5,3.0,
Luis Scola,,743,505,19001,16.3,.535,.036,.264,8.0,21.5,14.8,11.0,1.3,0.9,11.9,22.3,21.0,24.6,45.7,.115,-0.6,-0.1,-0.7,6.4,
Fred Scolari,,534,,6573,13.3,.396,,.322,,,,,,,,,16.4,17.1,33.5,.055,,,,,
Alvin Scott,,627,70,10853,11.3,.536,.008,.415,6.8,13.3,10.1,9.7,1.7,1.9,17.6,12.8,7.7,15.3,23.0,.102,-1.0,1.2,0.2,5.9,
Byron Scott,,1073,717,30152,15.5,.556,.171,.243,2.7,8.5,5.7,13.4,2.0,0.6,10.5,21.3,46.7,28.5,75.2,.120,0.7,0.1,0.8,21.0,
Charlie Scott,,717,82,25524,15.8,.495,.014,.269,3.2,7.3,5.4,20.4,1.7,0.5,14.9,24.6,21.3,20.1,41.4,.078,-0.9,-0.5,-1.5,2.1,
Dennis Scott,,629,376,17983,13.4,.530,.430,.170,2.3,8.9,5.6,11.4,1.5,0.7,9.1,20.4,21.6,11.8,33.4,.089,0.9,-0.7,0.2,9.9,
Mike Scott,,555,34,9182,12.3,.552,.431,.156,4.7,16.1,10.5,8.3,1.0,0.7,9.5,18.1,7.9,8.9,16.8,.088,-0.8,-0.9,-1.7,0.6,
Ray Scott,,811,,23709,15.9,.463,.000,.332,7.6,19.3,15.7,10.2,,,11.5,25.0,5.9,28.8,34.7,.070,,,,,
Shawnelle Scott,,105,11,634,13.1,.474,.000,.423,18.9,23.2,21.1,5.2,1.2,2.7,15.3,17.1,0.3,1.0,1.3,.101,-3.1,-0.7,-3.8,-0.3,
Bruce Seals,,348,,7463,11.5,.460,.031,.254,6.6,13.8,10.1,6.8,1.4,1.5,12.7,21.6,0.3,7.5,7.8,.050,-2.5,-0.6,-3.0,-2.0,
Malik Sealy,,493,253,11720,13.6,.500,.124,.301,4.9,11.0,7.9,11.3,2.3,1.0,12.1,21.4,6.4,10.7,17.1,.070,-1.2,0.0,-1.2,2.2,
Kenny Sears,,529,,14923,18.5,.548,,.542,,,,,,,,,46.6,9.2,55.8,.179,,,,,
Thabo Sefolosha,,869,475,19062,11.4,.536,.344,.208,3.8,15.2,9.6,9.2,2.5,1.5,14.0,12.7,10.8,28.5,39.3,.099,-1.4,2.0,0.6,12.4,
Rony Seikaly,,678,607,21395,15.7,.538,.004,.525,11.1,23.2,17.0,6.5,1.1,2.7,17.1,22.3,11.2,26.1,37.3,.084,-1.2,-0.7,-1.9,0.6,
Wayne Selden,,127,27,2386,9.1,.513,.400,.217,2.5,9.4,5.9,12.3,1.2,0.7,14.0,19.3,-1.0,1.1,0.2,.003,-3.0,-1.7,-4.7,-1.7,
Brad Sellers,,398,123,7154,11.1,.498,.013,.251,6.9,10.2,8.6,8.6,1.0,2.1,11.7,17.1,3.7,6.2,9.8,.066,-1.7,-0.6,-2.2,-0.4,
Frank Selvy,,565,,14908,12.8,.460,,.408,,,,,,,,,11.1,12.7,23.8,.077,,,,,
George Senesky,,482,,5032,10.4,.372,,.312,,,,,,,,,5.3,16.6,21.8,.033,,,,,
Kevin Séraphin,,423,34,6430,12.1,.509,.003,.150,8.8,16.8,12.8,6.5,0.7,3.7,15.4,20.5,-1.4,7.3,5.9,.044,-3.9,-0.4,-4.3,-3.6,
Ramon Sessions,,691,146,16119,15.9,.531,.119,.484,2.4,10.8,6.5,28.8,1.5,0.3,14.9,22.0,20.5,8.3,28.8,.086,0.3,-1.0,-0.7,5.2,
Collin Sexton,,407,335,12157,16.2,.572,.267,.298,3.2,7.2,5.2,20.5,1.3,0.4,12.4,26.9,14.1,1.7,15.8,.062,0.9,-2.2,-1.4,1.9,
Paul Seymour,,622,,14667,13.9,.429,,.381,,,,,,,,,14.7,22.8,37.5,.103,,,,,
Charles Shackleford,,303,105,4614,13.1,.508,.003,.242,11.7,23.3,17.5,5.7,1.3,2.0,14.7,17.2,1.8,5.4,7.3,.076,-2.5,-0.5,-3.0,-1.2,
Landry Shamet,,398,97,8389,10.1,.574,.695,.165,1.2,7.2,4.3,9.5,1.1,0.6,8.4,16.0,7.5,5.6,13.1,.075,-1.2,-0.8,-2.0,0.0,
Chuck Share,,596,,13023,17.7,.488,,.667,,,,,,,,,24.1,17.9,42.0,.155,,,,,
Bill Sharman,,711,,21793,18.3,.497,,.318,,,,,,,,,61.4,21.3,82.8,.178,,,,,
Brian Shaw,,943,361,21666,11.7,.471,.221,.187,4.1,12.4,8.3,25.8,1.8,0.8,19.3,17.3,3.5,20.3,23.8,.053,-1.1,0.1,-1.0,5.3,
Lonnie Shelton,,673,253,18530,14.2,.524,.004,.237,8.2,15.5,11.9,11.1,1.9,1.6,16.0,19.5,11.8,25.6,37.5,.097,-1.0,0.7,-0.3,7.9,
