name,pos,games,games_started,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,tpl_dbl,awards
Eddie Gill,,187,9,2033,179,496,.361,63,197,.320,116,299,.388,.424,150,177,.847,28,179,207,217,104,14,139,209,571,0,
Kendall Gill,,966,791,29481,5068,11672,.434,315,1051,.300,4753,10621,.448,.448,2463,3267,.754,1274,2728,4002,2945,1519,432,1734,2515,12914,3,
Armen Gilliam,,929,527,26421,4838,9895,.489,0,17,.000,4838,9878,.490,.489,3024,3896,.776,2117,4284,6401,1088,676,607,1722,2009,12700,0,
Herm Gilliam,,578,,15026,2696,6120,.441,,,,,,,,860,1086,.792,257,635,2175,2225,369,49,,1519,6252,1,
Artis Gilmore,,1329,804,47134,9403,16158,.582,3,20,.150,9400,16138,.582,.582,6132,8790,.698,4816,11514,16330,3050,723,3178,3926,4529,24941,2,
Chuck Gilmur,,239,,,511,1571,.325,,,,,,,,370,608,.609,,,75,348,,,,896,1392,0,
Manu Ginóbili,,1057,349,26859,4584,10262,.447,1495,4055,.369,3089,6207,.498,.520,3380,4089,.827,685,3012,3697,4001,1392,319,2116,2212,14043,0,
Gordan Giriček,,384,191,8824,1424,3225,.442,289,786,.368,1135,2439,.465,.486,533,648,.823,167,774,941,584,222,47,517,749,3670,0,
Gerald Glass,,201,49,3347,686,1583,.433,26,110,.236,660,1473,.448,.442,155,241,.643,228,284,512,298,130,58,179,361,1553,0,
Mike Glenn,,593,10,9617,1958,3611,.542,8,28,.286,1950,3583,.544,.543,572,669,.855,152,558,710,952,318,43,429,893,4496,0,
Dion Glover,,294,105,6132,914,2222,.411,148,467,.317,766,1755,.436,.445,431,570,.756,213,684,897,455,233,65,370,487,2407,0,
Mike Gminski,,938,547,24058,4208,9047,.465,6,49,.122,4202,8998,.467,.465,2531,3002,.843,2082,4398,6480,1203,507,989,1368,1574,10953,0,
Rudy Gobert,,829,737,25430,3903,5950,.656,0,17,.000,3903,5933,.658,.656,2652,4137,.641,2804,6896,9700,1123,576,1718,1337,2209,10458,0,
Tom Gola,,698,,22529,2964,6883,.431,,,,,,,,1943,2556,.760,,,5617,2962,,,,2688,7871,20,
Anthony Goldwire,,266,72,4951,580,1425,.407,206,533,.386,374,892,.419,.479,301,380,.792,72,287,359,737,167,9,264,388,1667,0,
Ryan Gomes,,487,371,13463,1891,4249,.445,334,956,.349,1557,3293,.473,.484,810,1014,.799,617,1622,2239,712,351,78,550,942,4926,1,
Glen Gondrezick,,435,2,7545,979,2069,.473,2,14,.143,977,2055,.475,.474,584,807,.724,730,1234,1964,605,485,117,453,1101,2544,0,
Drew Gooden,,790,500,20127,3432,7435,.462,88,342,.257,3344,7093,.471,.468,1701,2239,.760,1878,3740,5618,896,544,474,1158,1957,8653,2,
Gail Goodrich,,1031,,33527,7431,16300,.456,,,,,,,,4319,5354,.807,453,651,3279,4805,545,72,390,2775,19181,3,
Aaron Gordon,,720,622,21076,3696,7637,.484,762,2302,.331,2934,5335,.550,.534,1603,2314,.693,1259,3215,4474,1939,522,445,1068,1406,9757,2,
Ben Gordon,,744,269,20366,3931,9092,.432,1171,2921,.401,2760,6171,.447,.497,2051,2394,.857,333,1518,1851,1868,508,114,1551,1720,11084,0,
Eric Gordon,,925,665,28883,4821,11214,.430,2084,5602,.372,2737,5612,.488,.523,2408,2974,.810,338,1775,2113,2508,776,325,1676,1610,14134,0,
Marcin Gortat,,806,587,20691,3401,6168,.551,3,20,.150,3398,6148,.553,.552,1146,1686,.680,1759,4648,6407,915,383,885,958,1775,7951,0,
Andrew Goudelock,,49,0,475,77,196,.393,29,84,.345,48,112,.429,.467,14,16,.875,7,27,34,24,10,2,28,36,197,0,
Gerald Govan,,681,,22925,2142,5288,.405,5,24,.208,2137,5264,.406,.406,962,1419,.678,1564,4959,7119,2164,139,97,1617,2032,5251,0,
Joe Graboski,,845,,22665,3433,9763,.352,,,,,,,,2414,3447,.700,,,5999,1502,,,,2591,9280,0,
Devonte' Graham,,336,171,8359,1189,3202,.371,767,2167,.354,422,1035,.408,.491,588,724,.812,135,623,758,1448,258,53,470,428,3733,0,
Greg Graham,,207,18,2530,331,813,.407,49,169,.290,282,644,.438,.437,227,293,.775,59,160,219,201,128,12,179,213,938,0,
Joey Graham,,377,84,6117,857,1776,.483,54,180,.300,803,1596,.503,.498,471,578,.815,272,786,1058,207,134,43,309,804,2239,0,
Stephen Graham,,239,43,2915,378,848,.446,53,172,.308,325,676,.481,.477,157,205,.766,77,347,424,117,57,19,155,352,966,0,
Ron Grandison,,105,3,872,84,208,.404,4,24,.167,80,184,.435,.413,82,115,.713,73,90,163,58,31,6,51,108,254,0,
Danny Granger,,586,431,18487,3332,7672,.434,1006,2644,.380,2326,5028,.463,.500,2185,2577,.848,674,2214,2888,1097,561,481,1098,1628,9855,0,
Brian Grant,,756,577,21417,3103,6332,.490,6,28,.214,3097,6304,.491,.491,1721,2306,.746,1834,3788,5622,923,455,561,1235,2409,7933,0,
Gary Grant,,552,231,12602,1864,4140,.450,95,342,.278,1769,3798,.466,.462,545,702,.776,347,936,1283,3013,821,69,1268,1200,4368,1,
Greg Grant,,274,5,3350,314,820,.383,41,146,.281,273,674,.405,.408,98,138,.710,64,184,248,751,161,8,231,282,767,0,
Harvey Grant,,783,439,20510,3345,7138,.469,65,243,.267,3280,6895,.476,.473,1026,1448,.709,1170,2266,3436,1219,599,428,714,1768,7781,0,
Horace Grant,,1165,1037,38621,5439,10695,.509,4,63,.063,5435,10632,.511,.509,2114,3053,.692,3467,5976,9443,2575,1143,1136,1303,2832,12996,0,
Jerami Grant,,719,434,20054,3212,7160,.449,941,2587,.364,2271,4573,.497,.514,2063,2741,.753,605,2221,2826,1150,485,748,914,1641,9428,0,
Jerian Grant,,279,61,4998,593,1442,.411,174,539,.323,419,903,.464,.472,332,431,.770,92,438,530,805,205,33,274,411,1692,0,
Paul Grant,,16,0,111,13,29,.448,0,0,,13,29,.448,.448,3,8,.375,8,10,18,3,2,1,9,21,29,0,
Aaron Gray,,318,87,3851,440,864,.509,0,3,.000,440,861,.511,.509,186,331,.562,431,759,1190,207,94,87,265,678,1066,0,
Stuart Gray,,386,5,3457,338,758,.446,0,7,.000,338,751,.450,.446,230,347,.663,309,711,1020,148,64,133,243,645,906,0,
Jeff Grayer,,438,101,8277,1336,2925,.457,35,137,.255,1301,2788,.467,.463,550,829,.663,574,720,1294,635,271,65,484,732,3257,0,
A.C. Green,,1278,832,36552,4544,9202,.494,124,489,.254,4420,8713,.507,.501,3119,4250,.734,3354,6119,9473,1400,1033,546,1434,2436,12331,0,
Danny Green,,832,709,20899,2546,6047,.421,1577,3946,.400,969,2101,.461,.551,535,665,.805,501,2326,2827,1277,853,634,825,1454,7204,0,
Draymond Green,,881,726,25282,2831,6299,.449,742,2318,.320,2089,3981,.525,.508,1261,1775,.710,964,5123,6087,4948,1183,888,2027,2536,7665,33,
Gerald Green,,658,118,13026,2312,5546,.417,962,2668,.361,1350,2878,.469,.504,826,1010,.818,318,1321,1639,596,335,199,721,1228,6412,0,
JaMychal Green,,544,166,10933,1579,3311,.477,430,1170,.368,1149,2141,.537,.542,620,791,.784,891,2095,2986,496,298,226,570,1389,4208,0,
Javonte Green,,263,74,4428,521,1023,.509,124,367,.338,397,656,.605,.570,233,312,.747,247,566,813,187,218,106,131,389,1399,0,
Jeff Green,,1217,660,33257,5203,11556,.450,1201,3556,.338,4002,8000,.500,.502,2806,3490,.804,1003,3879,4882,1784,759,591,1582,2502,14413,0,
Johnny Green,,1057,,24624,4973,10091,.493,,,,,,,,2335,4226,.553,,,9083,1449,,,,2856,12281,0,
Josh Green,,291,129,6415,736,1526,.482,269,707,.380,467,819,.570,.570,200,291,.687,231,546,777,448,224,46,263,578,1941,0,
Lamar Green,,411,,7304,893,2078,.430,0,0,,893,2078,.430,.430,347,526,.660,199,515,2550,310,49,68,60,1041,2133,0,
Litterial Green,,148,4,1189,144,343,.420,2,26,.077,142,317,.448,.423,133,200,.665,24,51,75,182,49,6,78,124,423,0,
Mike Green,,459,,11334,2177,4534,.480,1,12,.083,2176,4522,.481,.480,946,1292,.732,1190,1991,3181,587,325,752,697,1328,5301,0,
Rickey Green,,946,513,23271,3594,7669,.469,39,188,.207,3555,7481,.475,.471,1643,2035,.807,474,1345,1819,5221,1348,51,1583,1452,8870,0,
Si Green,,504,,13132,1732,4481,.387,,,,,,,,1172,1735,.676,,,2152,1655,,,,1421,4636,2,
Sidney Green,,679,242,13247,1993,4386,.454,1,27,.037,1992,4359,.457,.455,1093,1481,.738,1300,2828,4128,635,369,223,1038,1797,5080,0,
Willie Green,,731,297,14783,2417,5682,.425,517,1494,.346,1900,4188,.454,.471,708,925,.765,242,1061,1303,1018,393,108,705,1259,6059,0,
Orien Greene,,131,7,1555,127,328,.387,11,52,.212,116,276,.420,.404,61,95,.642,49,146,195,155,98,15,144,228,326,0,
Dave Greenwood,,823,582,23370,3251,6812,.477,4,29,.138,3247,6783,.479,.478,1922,2514,.765,1921,4616,6537,1614,583,736,1474,2605,8428,1,
Hal Greer,,1122,138,39788,8504,18811,.452,,,,,,,,4578,5717,.801,,,5665,4540,,,,3855,21586,1,
Gary Gregor,,361,,8305,1416,3251,.436,3,4,.750,1413,3247,.435,.436,392,541,.725,62,159,2286,482,4,1,51,870,3227,0,
Kevin Grevey,,672,82,15246,2915,6670,.437,145,434,.334,2770,6236,.444,.448,1389,1701,.817,590,1004,1594,1247,392,112,748,1286,7364,0,
Adrian Griffin,,477,179,7997,785,1794,.438,50,180,.278,735,1614,.455,.452,299,392,.763,507,1005,1512,653,436,59,331,879,1919,0,
Blake Griffin,,765,692,24384,5419,10988,.493,538,1639,.328,4881,9349,.522,.518,3137,4508,.696,1487,4622,6109,3055,627,359,1732,2058,14513,10,
Eddie Griffin,,303,117,6729,854,2263,.377,237,752,.315,617,1511,.408,.430,226,337,.671,497,1247,1744,236,105,518,227,506,2171,0,
Paul Griffin,,480,0,10053,837,1657,.505,0,0,,837,1657,.505,.505,769,1111,.692,894,1756,2650,1116,403,248,638,1400,2443,0,
Darrell Griffith,,765,412,21403,5237,11305,.463,530,1596,.332,4707,9709,.485,.487,1387,1961,.707,780,1739,2519,1627,931,242,1632,1689,12391,0,
Bob Gross,,513,27,12575,1857,3629,.512,5,28,.179,1852,3601,.514,.512,848,1062,.798,940,1313,2253,1481,615,361,729,1484,4567,0,
Ernie Grunfeld,,693,17,12916,2065,4328,.477,33,98,.337,2032,4230,.480,.481,961,1248,.770,516,1299,1815,1419,472,134,801,1511,5124,0,
Pétur Guðmundsson,,150,20,2060,251,508,.494,1,2,.500,250,506,.494,.495,190,252,.754,166,397,563,153,35,96,195,400,693,0,
Richie Guerin,,848,,27449,5174,12451,.416,,,,,,,,4328,5549,.780,,,4278,4211,,,,2769,14676,16,
Tom Gugliotta,,763,608,23556,3871,8584,.451,208,732,.284,3663,7852,.467,.463,1945,2570,.757,1595,3994,5589,2140,1079,492,1735,1884,9895,1,
Matt Guokas,,735,0,16603,1792,3665,.489,,,,,,,,701,964,.727,77,246,1446,2174,117,41,,1485,4285,0,
Rui Hachimura,,337,223,9345,1691,3410,.496,376,986,.381,1315,2424,.542,.551,560,733,.764,342,1296,1638,439,209,101,302,556,4318,0,
Hamed Haddadi,,151,0,1056,130,281,.463,0,5,.000,130,276,.471,.463,79,125,.632,137,235,372,43,11,92,92,209,339,0,
Cliff Hagan,,839,,24074,5750,12661,.454,0,5,.000,5750,12656,.454,.454,3370,4219,.799,47,58,5555,2646,,,294,2665,14870,5,
Happy Hairston,,776,,24330,4240,8872,.478,,,,,,,,3025,4080,.741,639,1347,8019,1268,116,28,,2334,11505,0,
Marcus Haislip,,89,8,854,125,286,.437,7,20,.350,118,266,.444,.449,54,82,.659,51,80,131,16,15,34,39,100,311,0,
Chick Halbert,,303,,,910,2900,.314,,,,,,,,851,1344,.633,,,539,438,,,,814,2671,0,
Jack Haley,,341,54,3288,434,1022,.425,0,3,.000,434,1019,.426,.425,312,476,.655,340,582,922,82,60,48,216,574,1180,0,
Tyrese Haliburton,,333,294,10999,2110,4423,.477,856,2184,.392,1254,2239,.560,.574,766,896,.855,210,1008,1218,2947,490,199,711,440,5842,1,
Shaler Halimon,,254,,3648,667,1666,.400,1,9,.111,666,1657,.402,.401,251,390,.644,74,136,781,423,,,89,418,1586,0,
Darvin Ham,,417,45,5178,443,856,.518,4,16,.250,439,840,.523,.520,249,504,.494,472,491,963,229,136,154,308,766,1139,0,
Joe Hamilton,,344,,9098,1564,3829,.408,243,778,.312,1321,3051,.433,.440,774,959,.807,230,654,884,1208,88,5,518,907,4145,0,
Jordan Hamilton,,151,21,2100,342,839,.408,137,384,.357,205,455,.451,.489,69,103,.670,89,340,429,127,73,34,102,144,890,0,
Richard Hamilton,,921,783,29559,5969,13288,.449,530,1530,.346,5439,11758,.463,.469,3240,3805,.852,794,2058,2852,3125,714,131,1977,2329,15708,0,
Thomas Hamilton,,33,7,343,44,110,.400,0,0,,44,110,.400,.400,19,41,.463,41,71,112,16,4,23,37,37,107,0,
Zendon Hamilton,,134,15,1560,176,400,.440,0,0,,176,400,.440,.440,233,353,.660,184,280,464,33,39,28,108,215,585,0,
Julian Hammond,,329,,8039,1383,2693,.514,0,1,.000,1383,2692,.514,.514,781,1130,.691,756,953,2036,421,,,618,744,3547,0,
Tom Hammonds,,687,60,10419,1410,2940,.480,0,11,.000,1410,2929,.481,.480,797,1154,.691,733,1510,2243,378,167,136,529,1244,3617,0,
Alex Hannum,,516,,7713,1182,3341,.354,,,,,,,,714,1135,.629,,,2013,857,,,,1955,3078,0,
Tyler Hansbrough,,428,50,7233,947,2156,.439,3,22,.136,944,2134,.442,.440,984,1333,.738,745,1063,1808,181,207,91,319,869,2881,0,
Bob Hansen,,575,325,11104,1642,3512,.468,165,511,.323,1477,3001,.492,.491,503,760,.662,408,874,1282,947,359,50,562,1199,3952,0,
Bill Hanzlik,,748,109,15534,1836,4232,.434,46,216,.213,1790,4016,.446,.439,1696,2171,.781,691,1367,2058,2058,727,205,1090,2222,5414,0,
Anfernee Hardaway,,704,557,23711,3995,8731,.458,503,1591,.316,3492,7140,.489,.486,2191,2831,.774,975,2171,3146,3525,1125,312,1786,1562,10684,5,
Tim Hardaway,,867,770,30626,5640,13076,.431,1542,4345,.355,4098,8731,.469,.490,2551,3263,.782,544,2311,2855,7095,1428,129,2481,2027,15373,4,
Tim Hardaway Jr.,,813,422,22262,3860,9258,.417,1844,5108,.361,2016,4150,.486,.517,1587,1947,.815,257,2081,2338,1486,495,108,799,1310,11151,0,
James Harden,,1151,937,40011,8174,18610,.439,3175,8750,.363,4999,9860,.507,.525,8164,9478,.861,871,5602,6473,8316,1715,655,4260,2857,27687,80,
Reggie Harding,,230,,6369,927,2215,.419,0,1,.000,927,2214,.419,.419,321,533,.602,82,252,2199,396,,,77,635,2175,0,
Ira Harge,,427,,13160,1783,3963,.450,2,6,.333,1781,3957,.450,.450,828,1253,.661,1184,2733,4955,736,,,1089,1468,4396,0,
Maurice Harkless,,621,372,14019,1686,3554,.474,378,1182,.320,1308,2372,.551,.528,509,816,.624,658,1540,2198,572,583,399,521,1265,4259,0,
Jerry Harkness,,86,6,1572,216,491,.440,1,5,.200,215,486,.442,.441,185,278,.665,91,136,233,156,,,97,140,618,0,
Derek Harper,,1199,883,37786,6191,13384,.463,1070,3026,.354,5121,10358,.494,.503,2554,3426,.745,696,2188,2884,6577,1957,304,2334,2755,16006,0,
Justin Harper,,22,0,150,18,53,.340,8,29,.276,10,24,.417,.415,1,3,.333,5,13,18,4,3,3,12,10,45,0,
Ron Harper,,1009,967,31199,5326,11946,.446,523,1811,.289,4803,10135,.474,.468,2735,3799,.720,1322,2987,4309,3916,1716,729,2251,2324,13910,4,
Matt Harpring,,665,349,17584,2900,6033,.481,158,474,.333,2742,5559,.493,.494,1687,2239,.753,1281,2085,3366,907,497,112,1000,1748,7645,0,
Montrezl Harrell,,515,36,10545,2506,4050,.619,9,83,.108,2497,3967,.629,.620,1199,1807,.664,930,1658,2588,675,269,404,550,1058,6220,0,
Al Harrington,,981,445,28009,5028,11318,.444,977,2778,.352,4051,8540,.474,.487,2204,3030,.727,1495,3987,5482,1649,858,246,1838,3069,13237,0,
Junior Harrington,,140,66,3096,290,782,.371,20,73,.274,270,709,.381,.384,133,193,.689,69,312,381,428,126,25,250,401,733,0,
Othella Harrington,,709,263,13924,2021,4001,.505,0,11,.000,2021,3990,.507,.505,1170,1585,.738,1087,2043,3130,443,185,286,948,1868,5212,0,
Bob Harris,,325,,5768,804,2091,.385,,,,,,,,601,957,.628,,,1824,502,,,,1003,2209,0,
Devin Harris,,985,448,23963,3486,8072,.432,832,2558,.325,2654,5514,.481,.483,2793,3507,.796,290,1861,2151,3869,998,194,1682,2171,10597,0,
Gary Harris,,618,446,16665,2371,5318,.446,911,2468,.369,1460,2850,.512,.531,787,972,.810,349,1066,1415,1141,667,139,633,1066,6440,0,
Joe Harris,,504,283,12298,1891,3949,.479,1026,2354,.436,865,1595,.542,.609,377,489,.771,264,1257,1521,790,241,95,522,1009,5185,0,
Lucious Harris,,800,145,15701,2194,5151,.426,402,1155,.348,1792,3996,.448,.465,994,1258,.790,554,1310,1864,1130,556,86,594,1013,5784,0,
Manny Harris,,93,20,1594,199,524,.380,53,150,.353,146,374,.390,.430,124,168,.738,57,196,253,129,48,14,101,104,575,0,
Mike Harris,,54,0,496,70,151,.464,0,5,.000,70,146,.479,.464,43,55,.782,51,65,116,12,27,12,30,68,183,0,
Steve Harris,,207,29,2840,592,1363,.434,1,20,.050,591,1343,.440,.435,255,303,.842,154,211,365,238,116,29,169,265,1440,0,
Tobias Harris,,970,850,30727,5976,12493,.478,1309,3573,.366,4667,8920,.523,.531,2343,2802,.836,970,4999,5969,2293,769,539,1344,1926,15604,1,
Tony Harris,,14,0,147,16,55,.291,3,12,.250,13,43,.302,.318,33,38,.868,3,8,11,8,5,0,10,15,68,0,
Bob Harrison,,615,,12926,1782,5067,.352,,,,,,,,854,1232,.693,,,1358,1672,,,,2035,4418,1,
Shaquille Harrison,,183,23,2780,364,837,.435,52,185,.281,312,652,.479,.466,178,248,.718,73,372,445,301,178,65,120,269,958,0,
Jason Hart,,341,56,5289,614,1473,.417,64,203,.315,550,1270,.433,.439,331,420,.788,76,491,567,774,253,34,275,528,1623,0,
Josh Hart,,530,289,16129,2002,4253,.471,652,1905,.342,1350,2348,.575,.547,817,1085,.753,684,3022,3706,1688,555,175,736,1242,5473,15,
Isaiah Hartenstein,,379,114,7374,1076,1817,.592,27,106,.255,1049,1711,.613,.600,405,590,.686,848,1575,2423,757,272,351,412,962,2584,0,
Antonio Harvey,,187,32,1954,230,565,.407,1,3,.333,229,562,.407,.408,92,180,.511,155,278,433,58,54,130,108,255,553,0,
Donnell Harvey,,205,39,3318,453,985,.460,1,10,.100,452,975,.464,.460,243,369,.659,261,566,827,161,97,80,209,464,1150,0,
Clem Haskins,,681,,17624,3515,7824,.449,,,,,,,,1713,2163,.792,119,237,2087,2382,127,30,,1504,8743,1,
Udonis Haslem,,879,501,21719,2669,5462,.489,9,71,.127,2660,5391,.493,.489,1239,1639,.756,1615,4176,5791,733,424,252,810,2069,6586,0,
Trenton Hassell,,644,428,16278,1549,3480,.445,95,299,.318,1454,3181,.457,.459,548,716,.765,541,1285,1826,1132,282,272,597,1399,3741,0,
Joe Hassett,,292,6,3642,712,1691,.421,194,577,.336,518,1114,.465,.478,105,122,.861,102,205,307,386,126,17,178,361,1723,0,
Scott Hastings,,578,19,5985,584,1323,.441,28,96,.292,556,1227,.453,.452,451,556,.811,424,863,1287,284,159,153,325,1037,1647,0,
John Havlicek,,1270,,46471,10513,23930,.439,,,,,,,,5369,6589,.815,610,1389,8007,6114,476,117,204,3281,26395,31,
Spencer Hawes,,684,368,15541,2451,5363,.457,359,1026,.350,2092,4337,.482,.490,671,937,.716,991,2902,3893,1271,264,652,971,1709,5932,0,
Steve Hawes,,688,100,15831,2337,4836,.483,14,47,.298,2323,4789,.485,.485,1080,1367,.790,1232,3040,4272,1288,518,314,821,1886,5768,1,
Connie Hawkins,,616,,22232,4144,8647,.479,5,31,.161,4139,8616,.480,.480,3235,4154,.779,867,1820,5450,2556,244,150,355,1873,11528,5,
Hersey Hawkins,,983,896,32034,4889,10612,.461,1226,3108,.394,3663,7504,.488,.518,3466,3985,.870,825,2729,3554,2860,1622,302,1828,2043,14470,1,
Michael Hawkins,,75,0,641,49,130,.377,18,59,.305,31,71,.437,.446,16,20,.800,21,47,68,117,21,2,50,69,132,0,
Tom Hawkins,,764,,18465,2761,6171,.447,,,,,,,,1150,2016,.570,,,4607,871,,,,2214,6672,0,
Chuck Hayes,,644,244,11815,1047,2104,.498,0,14,.000,1047,2090,.501,.498,316,510,.620,1119,2124,3243,781,478,237,461,1485,2410,1,
Elvin Hayes,,1303,129,50000,10976,24272,.452,5,34,.147,10971,24238,.453,.452,5356,7999,.670,2778,6973,16279,2398,864,1771,1358,4193,27313,3,
Jarvis Hayes,,427,115,9898,1397,3363,.415,392,1101,.356,1005,2262,.444,.474,367,460,.798,244,1086,1330,459,312,56,374,852,3553,0,
Jaxson Hayes,,367,87,6022,967,1491,.649,30,115,.261,937,1376,.681,.659,530,761,.696,490,953,1443,259,169,247,263,743,2494,0,
Killian Hayes,,216,150,5641,689,1801,.383,174,620,.281,515,1181,.436,.431,206,265,.777,86,551,637,1121,249,97,427,547,1758,0,
Steve Hayes,,212,3,2296,233,483,.482,0,1,.000,233,482,.483,.482,79,158,.500,203,323,526,85,32,102,99,438,545,0,
Gordon Hayward,,835,649,25654,4425,9725,.455,1111,3002,.370,3314,6723,.493,.512,2726,3317,.822,629,3069,3698,2940,808,321,1597,1420,12687,0,
Brendan Haywood,,816,549,18680,2110,3999,.528,0,4,.000,2110,3995,.528,.528,1318,2246,.587,2081,2794,4875,442,320,1109,851,2043,5538,0,
Spencer Haywood,,844,88,29408,6776,14445,.469,1,19,.053,6775,14426,.470,.469,3558,4471,.796,2026,4332,8675,1541,355,629,969,2388,17111,0,
Walt Hazzard,,724,,19202,3597,8162,.441,,,,,,,,1893,2502,.757,18,39,2146,3555,26,6,,2027,9087,1,
Luther Head,,348,82,7797,1025,2426,.423,451,1162,.388,574,1264,.454,.515,341,441,.773,110,735,845,747,254,43,437,510,2842,0,
Shane Heal,,49,0,308,33,121,.273,24,83,.289,9,38,.237,.372,7,10,.700,3,19,22,38,4,3,22,22,97,0,
Gar Heard,,787,,19571,2846,6877,.414,0,9,.000,2846,6868,.414,.414,1136,1736,.654,1324,3329,5876,1220,784,780,349,2134,6828,0,
Tom Heinsohn,,654,,19254,4773,11787,.405,,,,,,,,2648,3353,.790,,,5749,1318,,,,2454,12194,0,
Alan Henderson,,652,220,13780,1976,4215,.469,5,26,.192,1971,4189,.471,.469,1137,1778,.639,1426,1823,3249,397,364,297,717,1436,5094,0,
Cedric Henderson,,260,136,6182,783,1797,.436,6,43,.140,777,1754,.443,.437,313,438,.715,170,585,755,419,228,111,401,578,1885,0,
Gerald Henderson,,871,364,18856,3079,6526,.472,203,611,.332,2876,5915,.486,.487,1412,1820,.776,526,927,1453,3141,939,98,1561,1918,7773,0,
Gerald Henderson,,535,333,13854,2249,5111,.440,249,762,.327,2000,4349,.460,.464,1240,1564,.793,314,1402,1716,1009,358,183,639,930,5987,0,
Tom Henderson,,650,25,17690,2426,5601,.433,0,9,.000,2426,5592,.434,.433,1236,1673,.739,384,1110,1494,3136,760,76,693,1141,6088,0,
Xavier Henry,,185,23,2905,368,907,.406,41,126,.325,327,781,.419,.428,273,430,.635,81,270,351,120,100,23,139,264,1050,0,
John Henson,,445,160,8752,1438,2661,.540,20,80,.250,1418,2581,.549,.544,487,857,.568,802,1566,2368,496,211,642,496,998,3383,0,
Steve Henson,,238,3,2282,254,631,.403,105,243,.432,149,388,.384,.486,126,145,.869,46,130,176,465,88,2,175,283,739,0,
Kleggie Hermsen,,288,,62,962,3243,.297,,,,,,,,745,1139,.654,,,467,366,,,,1043,2669,0,
Juancho Hernangómez,,339,76,5269,590,1379,.428,266,777,.342,324,602,.538,.524,265,392,.676,268,863,1131,216,131,71,167,365,1711,0,
Willy Hernangómez,,344,48,5149,974,1827,.533,37,121,.306,937,1706,.549,.543,539,756,.713,709,1273,1982,364,145,134,347,573,2524,0,
Carl Herrera,,465,110,8042,1039,2183,.476,2,14,.143,1037,2169,.478,.476,401,624,.643,577,1113,1690,261,237,204,447,935,2481,0,
Tyler Herro,,361,217,11763,2540,5674,.448,984,2574,.382,1556,3100,.502,.534,923,1056,.874,154,1648,1802,1460,263,70,811,491,6987,1,
Sonny Hertzberg,,293,,,946,3166,.299,,,,,,,,671,847,.792,,,260,618,,,,619,2563,0,
Fred Hetzel,,416,,8885,1789,4246,.421,,,,,,,,1080,1322,.817,,,2444,462,,,,1107,4658,0,
Bill Hewitt,,361,,7461,891,2031,.439,,,,,,,,280,499,.561,30,86,1994,469,9,10,,792,2062,0,
Art Heyman,,310,,8246,1418,3318,.427,72,256,.281,1346,3062,.440,.438,1122,1597,.703,256,295,1461,864,,,441,763,4030,0,
Mario Hezonja,,330,69,6107,854,2047,.417,266,833,.319,588,1214,.484,.482,310,382,.812,147,879,1026,415,243,80,371,549,2284,1,
Roy Hibbert,,662,586,16389,2622,5641,.465,6,24,.250,2616,5617,.466,.465,1361,1802,.755,1527,2646,4173,885,241,1146,1038,2067,6611,1,
J.J. Hickson,,534,307,11925,2049,4056,.505,0,21,.000,2049,4035,.508,.505,983,1593,.617,1173,2466,3639,449,274,309,774,1033,5081,0,
Buddy Hield,,714,434,20180,3887,8986,.433,2127,5357,.397,1760,3629,.485,.551,831,969,.858,527,2409,2936,1775,614,227,1155,1446,10732,0,
Rod Higgins,,779,203,17189,2483,5336,.465,352,1030,.342,2131,4306,.495,.498,1693,2095,.808,946,1873,2819,1254,485,359,786,1712,7011,0,
Sean Higgins,,220,27,3334,559,1305,.428,93,290,.321,466,1015,.459,.464,164,193,.850,115,287,402,226,73,32,239,351,1375,0,
Johnny High,,274,11,4538,508,1168,.435,4,38,.105,504,1130,.446,.437,376,607,.619,219,398,617,525,325,86,455,712,1396,0,
